point_id,direction,status,gcs_uri,latitude,longitude,street_bearing,heading,pano_id
0522,right,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0522_right_40.9717357_29.0484648_125.6.jpg,40.9717357,29.0484648,35.62,125.62,u2I73YgMCksCvP6JpM3O1w
0522,backward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0522_backward_40.9717357_29.0484648_215.6.jpg,40.9717357,29.0484648,35.62,215.62,u2I73YgMCksCvP6JpM3O1w
0522,left,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0522_left_40.9717357_29.0484648_305.6.jpg,40.9717357,29.0484648,35.62,305.62,u2I73YgMCksCvP6JpM3O1w
0523,forward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0523_forward_40.9718819_29.0486036_35.6.jpg,40.9718819,29.0486036,35.62,35.62,CAoSFkNJSE0wb2dLRUlDQWdJRGE3ZXVtWEE.
0523,right,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0523_right_40.9718819_29.0486036_125.6.jpg,40.9718819,29.0486036,35.62,125.62,CAoSFkNJSE0wb2dLRUlDQWdJRGE3ZXVtWEE.
0523,backward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0523_backward_40.9718819_29.0486036_215.6.jpg,40.9718819,29.0486036,35.62,215.62,CAoSFkNJSE0wb2dLRUlDQWdJRGE3ZXVtWEE.
0523,left,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0523_left_40.9718819_29.0486036_305.6.jpg,40.9718819,29.0486036,35.62,305.62,CAoSFkNJSE0wb2dLRUlDQWdJRGE3ZXVtWEE.
0524,forward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0524_forward_40.9720281_29.0487423_35.6.jpg,40.9720281,29.0487423,35.62,35.62,CAoSFkNJSE0wb2dLRUlDQWdJRGE3ZU9ET3c.
0524,right,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0524_right_40.9720281_29.0487423_125.6.jpg,40.9720281,29.0487423,35.62,125.62,CAoSFkNJSE0wb2dLRUlDQWdJRGE3ZU9ET3c.
0524,backward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0524_backward_40.9720281_29.0487423_215.6.jpg,40.9720281,29.0487423,35.62,215.62,CAoSFkNJSE0wb2dLRUlDQWdJRGE3ZU9ET3c.
